,resto_id,name,cuisine_type,is_official,lat,long,location,average_price,overall_rating,rating_rasa,rating_suasana,rating_harga_rasa,rating_pelayanan,rating_kebersihan,open_time,payment_method,wifi,delivery,smoking_area,outdor_area,24hour,100%_halal,VIP_room,reservation,parking_area,alcohol,vegetarian
1140,164240189180448,Ayam Penyet Madiun,[ Indonesia ],False,-6.9075451,107.6167964," Jl. Ambon (Depan GOR Saparua), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Sabtu (18:00 - 23:00), Minggu Tutup","Tunai,Go-pay",no,no,yes,no,no,yes,no,no,no,no,no
1141,1642401892401504,Wahgyu,[ Korea ],False,-6.906664,107.61213," Riau Junction, Lantai 3, Foodlife Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (09:00 - 22:00),"Tunai,Visa,Master,Debet",no,no,yes,no,no,yes,no,no,yes,no,no
1142,1642401893082537,Batagor Riri,[ Indonesia ],False,-6.9160894,107.6277861," SINIYU Jl. Soka No. 28, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin (10:00 - 21:00), Rabu - Minggu (10:00 - 21:00), Selasa Tutup","Tunai,Debet",no,no,yes,no,no,yes,no,no,no,no,no
1143,1642401893646751,Aneka Gorengan Mini,[ Indonesia ],False,-6.905232,107.623096," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (10:00 - 22:30)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1144,1642401894211707,Kedai Belacan,[ Indonesia ],False,-6.907295,107.615789," Jl. Halmahera No. 4, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,3.0,3.3,3.3,2.7,2.7,3.0,"Senin (10:00 - 22:00), Selasa - Minggu (07:00 - 23:00)","Tunai,Visa,Master,Debet,Ovo",yes,no,yes,no,no,yes,yes,yes,yes,no,no
1145,1642401896374748,Takoyaki,[ Jepang ],False,-6.905232,107.623096," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (10:00 - 22:30)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1146,1642401896979884,Dort Dost Meatpack,[ Barat ],False,-6.907745,107.616591," Jl. Ambon (Depan Saparua), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (16:00 - 23:30),Tunai,no,no,yes,no,no,yes,no,no,no,no,no
1147,1642401898932965,Soto Sulung Dan Ayam Mas Madu,[ Indonesia ],False,-6.905147,107.623068," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Kamis (09:00 - 10:30), Jumat - Sabtu (09:00 - 11:30), Minggu (09:00 - 10:30)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1148,1642401899505606,KotaKopi,[ Kafe ],True,-6.907599,107.62027," Jl. Cakranegara No. 1, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (12:00 - 24:00),"Tunai,Go-pay,Ovo",yes,no,yes,yes,no,yes,no,yes,no,no,no
1149,1642401900444641,Kameyo,[ Jepang ],False,-6.910769,107.630161," Stop & Shop Jl. Anggrek No. 55, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (11:00 - 22:00),Tunai,yes,no,yes,yes,no,yes,no,no,yes,no,no
1150,1642401901120168,Nasi Tim Sizi Atjep,[ Indonesia ],False,-6.907553,107.616676," Jl. Ambon (Depan GOR Saparua), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (06:00 - 12:00),"Tunai,Go-pay",no,no,yes,no,no,yes,no,no,no,no,no
